product_id,category,subcategory,brand,rating,ratings_count,initial_price,discount,final_price,return&exchange,try&buy,1_star,2_star,3_star,4_star,5_star,fit,transparency,comfort,stretch,length,is_best_offer,is_more_offer,best_offer,more_offers,what_customers_said
18652628,Clothing,undergarments,max,4.2,5,$649,20,$649,Return,FALSE,3,0,3,4,6,JustRight,Low,None,None,JustRight,FALSE,TRUE,,"[""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000.""]","percentage:73,value_name:Fit,JustRight,percentage:79,value_name:Length,JustRight,percentage:63,value_name:Transparency,Low"
13611204,Clothing,tops,Roadster,4.2,266,"$1,889",58,"$1,889",Both,TRUE,9,4,2,8,50,JustRight,Low,None,None,JustRight,FALSE,TRUE,,"[""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000.""]","percentage:73,value_name:Fit,JustRight,percentage:79,value_name:Length,JustRight,percentage:63,value_name:Transparency,Low"
14335776,Clothing,sweaters,INVICTUS,4,345,"$2,199",35,"$2,199",None,FALSE,33,5,10,55,147,JustRight,None,None,None,JustRight,FALSE,TRUE,,"[""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""EMIoptionavailable""]","percentage:68,value_name:Fit,JustRight,percentage:74,value_name:Length,JustRight,percentage:53,value_name:Thickness,Medium"
18207478,Clothing,dresses,TokyoTalkies,4.1,333,$699,60,$279,Both,TRUE,0,21,69,282,647,JustRight,Low,None,None,JustRight,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.449(onlyonfirstpurchase)"",""best_price"":""186"",""coupon_code"":""TOPundergarmentsNDOFFER"",""coupon_discount"":""Rs.93.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.14/month""]","percentage:69,value_name:Fit,JustRight,percentage:94,value_name:Length,JustRight,percentage:56,value_name:Transparency,Low"
11990978,Clothing,sweaters,Roadster,4.4,302,"$1,999",61,"$1,999",None,FALSE,2,0,0,4,8,JustRight,None,None,None,JustRight,FALSE,TRUE,,"[""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""EMIoptionavailable""]","percentage:82,value_name:Fit,JustRight,percentage:95,value_name:Length,JustRight,percentage:51,value_name:Thickness,Medium"
16287654,Clothing,sarees,Sareemall,4.1,359,"$4,099",75,"$1,024",Both,FALSE,0,2,0,5,33,None,None,None,None,None,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.999(onlyonfirstpurchase)"",""best_price"":""724"",""coupon_code"":""MYNTRA300"",""coupon_discount"":""Rs.300.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.48/month""]","percentage:50,value_name:FabricQuality,Good,percentage:85,value_name:MatchesProductPhotos,Exactly,percentage:75,value_name:Length,JustRight"
18478530,Clothing,tops,Paralians,3.7,454,$999,50,$999,Both,TRUE,0,1,0,2,2,JustRight,Medium,None,None,JustRight,FALSE,TRUE,,"[""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000.""]","percentage:59,value_name:Fit,JustRight,percentage:78,value_name:Length,JustRight,percentage:78,value_name:Transparency,Medium"
16287616,Clothing,tunics,Juniper,4.3,346,"$1,299",51,$636,Both,TRUE,1,0,0,3,7,None,None,None,None,None,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.649(onlyonfirstpurchase)"",""best_price"":""440"",""coupon_code"":""MYNTRA200"",""coupon_discount"":""Rs.196.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends.""]",
16287462,Clothing,tunics,Juniper,4.3,335,"$1,299",43,$740,Both,TRUE,1,1,1,2,17,None,None,None,None,None,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.999(onlyonfirstpurchase)"",""best_price"":""518"",""coupon_code"":""MYNTRA300"",""coupon_discount"":""Rs.222.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends.""]",
14991614,Clothing,jackets,Roadster,4.2,363,"$1,699",50,$509,None,FALSE,0,1,0,2,3,JustRight,None,None,None,JustRight,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.749(onlyonfirstpurchase)"",""best_price"":""339"",""coupon_code"":""TOPundergarmentsNDOFFER"",""coupon_discount"":""Rs.170.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.24/month""]","percentage:88,value_name:Fit,JustRight,percentage:82,value_name:Length,JustRight,percentage:85,value_name:Thickness,Medium"
11973216,Clothing,jackets,Mast&Harbour,4,378,"$2,699",55,"$2,699",None,FALSE,0,1,2,9,14,JustRight,None,None,None,JustRight,FALSE,TRUE,,"[""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""EMIoptionavailable""]","percentage:86,value_name:Fit,JustRight,percentage:85,value_name:Length,JustRight,percentage:57,value_name:Thickness,Thin"
17644540,Clothing,kurtas,Libas,4.2,364,"$2,499",64,$899,Both,TRUE,0,0,0,0,0,JustRight,Low,None,None,JustRight,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.1299(onlyonfirstpurchase)"",""best_price"":""691"",""coupon_code"":""MYNTRA300"",""coupon_discount"":""Rs.208.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000.""]","percentage:71,value_name:Fit,JustRight,percentage:78,value_name:Length,JustRight,percentage:73,value_name:Transparency,Low"
18973888,Clothing,jeans,Levis,4.4,333,"$4,099",,"$4,099",Both,TRUE,1,0,0,0,0,JustRight,None,None,Medium,None,TRUE,TRUE,"""applicable_on"":""Purchaseof3ormoreitems"",""best_price"":""3484"",""coupon_code"":""COMBODENIM"",""coupon_discount"":""15.0%off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.192/month""]","percentage:74,value_name:Fit,JustRight,percentage:68,value_name:Stretch,Medium"
19020502,Clothing,jackets,U.S.PoloAssn.,4.4,338,"$6,299",53,"$2,960",None,FALSE,4,1,1,2,5,JustRight,None,None,None,JustRight,TRUE,TRUE,"""applicable_on"":""Purchaseof3ormoreitems(onlyonfirstpurchase)"",""best_price"":""2460"",""coupon_code"":""SHOPEXTRA"",""coupon_discount"":""20.0%offuptoRs.500.0(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.139/month""]","percentage:71,value_name:Fit,JustRight,percentage:80,value_name:Length,JustRight,percentage:64,value_name:Thickness,Medium"
9867517,Clothing,sweatshirts,ether,4.1,416,"$1,299",50,"$1,299",None,FALSE,0,1,0,2,8,JustRight,None,None,None,JustRight,FALSE,TRUE,,"[""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""EMIoptionavailable""]","percentage:80,value_name:Fit,JustRight,percentage:85,value_name:Length,JustRight,percentage:75,value_name:Thickness,Medium"
10054855,Clothing,dresses,VeniVidiVici,4.2,389,"$1,890",60,$756,Both,TRUE,2,0,0,3,3,JustRight,Low,None,None,JustRight,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.999(onlyonfirstpurchase)"",""best_price"":""529"",""coupon_code"":""MYNTRA300"",""coupon_discount"":""Rs.227.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.36/month""]","percentage:79,value_name:Fit,JustRight,percentage:91,value_name:Length,JustRight,percentage:89,value_name:Transparency,Low"
16712992,Clothing,clothing-set,Cutiekins,4.1,454,"$1,999",70,$719,Both,TRUE,1,1,3,4,8,None,None,None,None,None,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.999(onlyonfirstpurchase)"",""best_price"":""503"",""coupon_code"":""MYNTRA300"",""coupon_discount"":""Rs.216.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends.""]",
18973692,Clothing,jeans,Levis,4.2,426,"$4,099",57,"$4,099",Both,TRUE,2,0,1,3,7,JustRight,None,None,Medium,None,TRUE,TRUE,"""applicable_on"":""Purchaseof3ormoreitems"",""best_price"":""3484"",""coupon_code"":""COMBODENIM"",""coupon_discount"":""15.0%off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.192/month""]","percentage:55,value_name:Fit,JustRight,percentage:67,value_name:Stretch,Medium"
12953958,Clothing,tshirts,AllenSolly,4.4,409,$999,40,$599,Both,TRUE,1,0,0,3,4,JustRight,None,None,None,None,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.649(onlyonfirstpurchase)"",""best_price"":""414"",""coupon_code"":""MYNTRA200"",""coupon_discount"":""Rs.185.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.28/month""]","percentage:96,value_name:Fit,JustRight,percentage:87,value_name:Length,JustRight"
11990952,Clothing,sweaters,Roadster,4.3,449,"$1,699",61,"$1,699",None,FALSE,0,0,2,2,6,JustRight,None,None,None,JustRight,FALSE,TRUE,,"[""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""EMIoptionavailable""]","percentage:66,value_name:Fit,JustRight,percentage:83,value_name:Length,JustRight,percentage:65,value_name:Thickness,Medium"
17609480,Accessories,sunglasses,IDEE,2.2,5,"$3,480",42,"$3,480",None,FALSE,228,1,0,1,3,None,None,None,None,None,TRUE,TRUE,{},"[{""offer_name"":""10% Instant Discount on Citi Credit & Debit Cards "",""offer_value"":"" Min Spend ₹3,000; Max Discount ₹1,000. ""},{""offer_name"":""EMI option available""}]",
21665324,Clothing,dresses,Harpa,2.3,4,"$1,999",55,$899,Both,TRUE,0,89,186,336,888,None,None,None,None,None,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.999(onlyonfirstpurchase)"",""best_price"":""629"",""coupon_code"":""MYNTRA300"",""coupon_discount"":""Rs.270.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.42/month""]",
18997222,Clothing,kurta-sets,IRIDAAJAIPUR,2.3,3,"$3,999",67,"$1,319",Both,FALSE,1,0,0,0,4,None,None,None,None,None,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.1499(onlyonfirstpurchase)"",""best_price"":""967"",""coupon_code"":""MYNTRA400"",""coupon_discount"":""Rs.352.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends.""]",
17270406,Clothing,tops,Mafadeny,3.3,3,"$1,649",50,"$1,649",Both,TRUE,90,1,0,3,17,JustRight,Low,None,None,ALittleShort,FALSE,TRUE,,"[""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000.""]","percentage:50,value_name:Fit,JustRight,percentage:50,value_name:Length,ALittleShort,percentage:100,value_name:Transparency,Low"
18346118,Unisex,home essentials,Arrabi,0,0,"$3,329",74,$865,Both,FALSE,3,25,93,283,1091,None,None,None,None,None,TRUE,TRUE,"{""applicable_on"":""Orders above Rs. 999 (only on first purchase)"",""best_price"":""605"",""coupon_code"":""MYNTRA300"",""coupon_discount"":"" Rs. 260.0 off (check cart for final savings)""}","[{""offer_name"":""10% Instant Discount on IndusInd Bank Debit Cards "",""offer_value"":"" Min Spend ₹2,500; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Citi Credit & Debit Cards "",""offer_value"":"" Min Spend ₹3,000; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Yes Bank Credit Cards "",""offer_value"":"" Min Spend ₹3,500; Max Discount ₹1,000. ""},{""offer_name"":""Flat ₹100 Cashback on Mobiwkik Wallet/Zip "",""offer_value"":"" Min Spend ₹1,999. ""},{""offer_name"":""7.5% Discount on Myntra Kotak Credit Card."",""offer_value"":"" Max Discount Up to ₹750 on every spends. ""},{""offer_name"":""EMI option available"",""offer_value"":""EMI starting from Rs.41/month""}]",
18327434,Unisex,home essentials,BELLA CASA,0,0,"$1,499",73,$404,Both,FALSE,0,0,3,8,11,None,None,None,None,None,TRUE,TRUE,"{""applicable_on"":""Orders above Rs. 649 (only on first purchase)"",""best_price"":""280"",""coupon_code"":""MYNTRA200"",""coupon_discount"":"" Rs. 124.0 off (check cart for final savings)""}","[{""offer_name"":""10% Instant Discount on IndusInd Bank Debit Cards "",""offer_value"":"" Min Spend ₹2,500; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Citi Credit & Debit Cards "",""offer_value"":"" Min Spend ₹3,000; Max Discount ₹1,000. ""},{""offer_name"":""10% Instant Discount on Yes Bank Credit Cards "",""offer_value"":"" Min Spend ₹3,500; Max Discount ₹1,000. ""},{""offer_name"":""Flat ₹100 Cashback on Mobiwkik Wallet/Zip "",""offer_value"":"" Min Spend ₹1,999. ""},{""offer_name"":""7.5% Discount on Myntra Kotak Credit Card."",""offer_value"":"" Max Discount Up to ₹750 on every spends. ""},{""offer_name"":""EMI option available"",""offer_value"":""EMI starting from Rs.19/month""}]",
22278620,Clothing,undergarments,Tweens,0,0,$720,16,$604,Return,FALSE,6,2,1,1,8,None,None,None,None,None,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.649(onlyonfirstpurchase)"",""best_price"":""418"",""coupon_code"":""MYNTRA200"",""coupon_discount"":""Rs.186.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends.""]",
18532334,Clothing,briefs,PepeJeans,0,0,$459,20,$298,None,FALSE,1,7,8,17,80,None,None,None,None,None,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.649(onlyonfirstpurchase)"",""best_price"":""206"",""coupon_code"":""MYNTRA200"",""coupon_discount"":""Rs.92.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends.""]",
21860658,Clothing,briefs,EROTISSCH,0,0,$899,40,$539,None,FALSE,0,0,1,0,4,None,None,None,None,None,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.649(onlyonfirstpurchase)"",""best_price"":""373"",""coupon_code"":""MYNTRA200"",""coupon_discount"":""Rs.166.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends.""]",
21664936,Clothing,dresses,LabelRituKumar,0,0,"$5,900",30,"$4,130",None,FALSE,1,0,0,0,0,JustRight,Medium,None,None,JustRight,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.1499(onlyonfirstpurchase)"",""best_price"":""3730"",""coupon_code"":""MYNTRA400"",""coupon_discount"":""Rs.400.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.193/month""]","percentage:100,value_name:Fit,JustRight,percentage:100,value_name:Length,JustRight,percentage:100,value_name:Transparency,Medium"
21616436,Clothing,dresses,CurvesbyMISH,0,0,"$3,999",37,"$2,519",Both,TRUE,3,1,4,2,16,ALittleTight,Low,None,None,JustRight,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.1499(onlyonfirstpurchase)"",""best_price"":""2119"",""coupon_code"":""MYNTRA400"",""coupon_discount"":""Rs.400.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.118/month""]","percentage:50,value_name:Fit,ALittleTight,percentage:50,value_name:Length,JustRight,percentage:50,value_name:Transparency,Low"
21988674,Clothing,dresses,Sangria,0,0,"$2,999",80,$599,Both,TRUE,0,2,4,6,22,None,None,None,None,None,TRUE,TRUE,"""applicable_on"":""OrdersaboveRs.749(onlyonfirstpurchase)"",""best_price"":""399"",""coupon_code"":""TOPundergarmentsNDOFFER"",""coupon_discount"":""Rs.200.0off(checkcartforfinalsavings)""","[""offer_name"":""10%InstantDiscountonIndusIndBankDebitCards"",""offer_value"":""MinSpend₹2,500;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonCitiCredit&DebitCards"",""offer_value"":""MinSpend₹3,000;MaxDiscount₹1,000."",""offer_name"":""10%InstantDiscountonYesBankCreditCards"",""offer_value"":""MinSpend₹3,500;MaxDiscount₹1,000."",""offer_name"":""Flat₹100CashbackonMobiwkikWallet/Zip"",""offer_value"":""MinSpend₹1,999."",""offer_name"":""7.5%DiscountonMyntraKotakCreditCard."",""offer_value"":""MaxDiscountUpto₹750oneveryspends."",""offer_name"":""EMIoptionavailable"",""offer_value"":""EMIstartingfromRs.28/month""]",
